Stock Number,Category,Product Name,Price USD,Shipping Weight (lbs),Shipping Days,Stock Quantity,Brief Description,Extended Description
6eb494f0-7cd0-4519-b44d-f6375e3ae5e3,Traps,Net Launcher #11,535.87,19.84,4,67,Net Launcher #11 (Traps) for high-performance cartoon operations.,"The Net Launcher #11 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
16618367-7848-4b1f-8977-364b0f4c6269,Traps,Pitfall Kit #12,763.36,55.54,8,267,Pitfall Kit #12 (Traps) for high-performance cartoon operations.,"The Pitfall Kit #12 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
8fb2b22f-9c45-4a3a-90d5-86e1cccbb370,Traps,Pitfall Kit #13,333.55,28.39,3,185,Pitfall Kit #13 (Traps) for high-performance cartoon operations.,"The Pitfall Kit #13 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
196544a2-d9db-416b-bfcd-0e943248796b,Traps,Boxing Glove Trap #14,267.99,59.87,4,31,Boxing Glove Trap #14 (Traps) for high-performance cartoon operations.,"The Boxing Glove Trap #14 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
b4b84d0f-30a4-460a-bf41-759194a310df,Traps,Net Launcher #15,711.42,13.01,10,110,Net Launcher #15 (Traps) for high-performance cartoon operations.,"The Net Launcher #15 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
44d7bbf8-b939-40b5-81f2-826638f14558,Traps,Boxing Glove Trap #16,450.64,49.34,2,60,Boxing Glove Trap #16 (Traps) for high-performance cartoon operations.,"The Boxing Glove Trap #16 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
cbde8b55-0462-4282-80e4-341fdc415e22,Traps,Net Launcher #17,390.56,40.89,6,68,Net Launcher #17 (Traps) for high-performance cartoon operations.,"The Net Launcher #17 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
1bc9e153-046d-4f50-8002-76f9579cd31e,Traps,Pitfall Kit #18,189.63,50.35,2,249,Pitfall Kit #18 (Traps) for high-performance cartoon operations.,"The Pitfall Kit #18 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
2b96fd2b-b578-470b-a5c7-65d016250153,Traps,Pitfall Kit #19,263.63,28.82,2,177,Pitfall Kit #19 (Traps) for high-performance cartoon operations.,"The Pitfall Kit #19 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
7977569c-bd5f-4144-9d3d-c0bb0de36d1a,Traps,Pitfall Kit #20,411.38,35.64,10,104,Pitfall Kit #20 (Traps) for high-performance cartoon operations.,"The Pitfall Kit #20 is a premium ACME traps product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
878b52e2-e51a-4a13-92ce-08073e278108,Illusions,Mirage Generator #1,461.67,9.9,2,121,Mirage Generator #1 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #1 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
b89c8f1e-982e-4312-b9bd-cc06b346e475,Illusions,Mirage Generator #2,628.68,18.33,6,138,Mirage Generator #2 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #2 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
ae897867-7ef9-44a9-8796-abc89f1828b9,Illusions,Fake Tunnel Kit #3,518.48,1.92,8,56,Fake Tunnel Kit #3 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #3 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
95091b14-d498-4b96-a17c-8a5c2684dc3f,Illusions,Fake Tunnel Kit #4,611.99,6.44,10,237,Fake Tunnel Kit #4 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #4 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
577b8f5f-b5c0-4819-99f3-e385861f6dbb,Illusions,Invisible Wall #5,935.81,11.88,9,80,Invisible Wall #5 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #5 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
f5335b64-0480-43e9-82bc-b7cac61a2c65,Illusions,Invisible Wall #6,1096.26,18.76,3,236,Invisible Wall #6 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #6 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
c055bc3e-ef38-4d17-9a44-1c273ef8f74b,Illusions,Fake Tunnel Kit #7,672.64,19.73,7,147,Fake Tunnel Kit #7 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #7 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
c583a222-bd4f-4648-aa73-fc4a1153415a,Illusions,Invisible Wall #8,1090.6,16.67,7,266,Invisible Wall #8 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #8 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
b36bbef9-8e47-44d0-aa7f-93e29c2882cd,Illusions,Fake Tunnel Kit #9,688.94,13.36,2,239,Fake Tunnel Kit #9 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #9 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
a9ac60b5-2f83-4afe-a7e8-3aca8d8a0614,Illusions,Mirage Generator #10,900.36,5.6,5,220,Mirage Generator #10 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #10 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
19d6c063-5ad6-44c4-adb7-e34f61a6d9f0,Illusions,Mirage Generator #11,430.96,8.59,3,290,Mirage Generator #11 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #11 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
5046fdaa-4001-4850-b66a-fc25656a008e,Illusions,Fake Tunnel Kit #12,1086.4,11.4,2,184,Fake Tunnel Kit #12 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #12 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
2443df1b-0854-4331-9273-4b3060169f32,Illusions,Mirage Generator #13,325.76,9.93,1,264,Mirage Generator #13 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #13 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
2e35cac7-7977-4a52-904e-9ca6539ccbfd,Illusions,Mirage Generator #14,731.47,12.48,4,108,Mirage Generator #14 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #14 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
117027b9-9a32-4c19-b22c-2d2c53f99e05,Illusions,Fake Tunnel Kit #15,650.17,2.61,7,227,Fake Tunnel Kit #15 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #15 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
ea778b83-bea5-4f4d-b6a6-8e7521886a86,Illusions,Invisible Wall #16,202.61,10.23,8,74,Invisible Wall #16 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #16 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
1f3bd93f-372e-4364-ae3e-ed63417a5013,Illusions,Invisible Wall #17,554.61,4.96,2,26,Invisible Wall #17 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #17 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
61499c7c-3d78-4094-b9aa-829929ae2af1,Illusions,Mirage Generator #18,1131.22,19.5,2,15,Mirage Generator #18 (Illusions) for high-performance cartoon operations.,"The Mirage Generator #18 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
4baeb88c-8fcf-46e3-a548-5c2940571f9a,Illusions,Invisible Wall #19,187.33,16.73,7,106,Invisible Wall #19 (Illusions) for high-performance cartoon operations.,"The Invisible Wall #19 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
8af6e9b7-d24b-493b-8e56-7bceded99c19,Illusions,Fake Tunnel Kit #20,908.08,15.9,3,79,Fake Tunnel Kit #20 (Illusions) for high-performance cartoon operations.,"The Fake Tunnel Kit #20 is a premium ACME illusions product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
ec6da2ef-3547-4d6b-972c-26d95bddb3a4,Explosives,Dynamite Bundle #1,975.33,27.68,4,218,Dynamite Bundle #1 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #1 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
c5a33a1b-92b5-42c5-8169-d59f6a33a823,Explosives,Detonator Kit #2,939.22,24.67,10,245,Detonator Kit #2 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #2 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
f6ae0f89-4f3a-4edf-83e1-2a0708a0ec09,Explosives,TNT Pack #3,534.2,14.97,4,223,TNT Pack #3 (Explosives) for high-performance cartoon operations.,"The TNT Pack #3 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
e98dc1a7-74cb-497f-9c44-a2dec0b33294,Explosives,Detonator Kit #4,1388.56,27.99,6,269,Detonator Kit #4 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #4 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
78568128-5573-4ec2-aedd-bab9b0a92f19,Explosives,Detonator Kit #5,1412.26,17.95,6,83,Detonator Kit #5 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #5 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
8c15dcdc-35c6-43f1-a5dd-14772d22a738,Explosives,Dynamite Bundle #6,1385.5,37.76,2,8,Dynamite Bundle #6 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #6 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
19a20125-5e7f-4a37-9e63-4cc374372dc9,Explosives,TNT Pack #7,677.16,14.35,6,26,TNT Pack #7 (Explosives) for high-performance cartoon operations.,"The TNT Pack #7 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
4b8ef196-f56d-4725-9a64-d4eed31eee6f,Explosives,Dynamite Bundle #8,1283.92,34.23,8,58,Dynamite Bundle #8 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #8 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
6e702835-f87a-419b-bfd9-72a04fee9179,Explosives,TNT Pack #9,473.04,6.06,5,158,TNT Pack #9 (Explosives) for high-performance cartoon operations.,"The TNT Pack #9 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
fde193e9-818f-455c-8329-71dc41014c67,Explosives,Dynamite Bundle #10,209.16,20.91,7,7,Dynamite Bundle #10 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #10 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
e7a6971b-3066-436b-82e9-1724eb415c69,Explosives,Dynamite Bundle #11,1445.44,8.94,10,68,Dynamite Bundle #11 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #11 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
45f83f74-a694-4a77-803b-677c76e9ffeb,Explosives,Detonator Kit #12,1355.71,38.67,2,83,Detonator Kit #12 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #12 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
7252dba5-3667-4b9c-8c10-45890bd32766,Explosives,TNT Pack #13,324.51,6.01,10,14,TNT Pack #13 (Explosives) for high-performance cartoon operations.,"The TNT Pack #13 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
4fb184b3-7336-462d-8363-4c3b02079dfa,Explosives,Detonator Kit #14,688.0,29.42,6,43,Detonator Kit #14 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #14 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
a732939a-a67d-4eb4-8163-3b87c1cdf51d,Explosives,Dynamite Bundle #15,841.7,2.61,1,136,Dynamite Bundle #15 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #15 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
dfe36601-c08c-447f-afe9-e34a14f1c8a5,Explosives,Dynamite Bundle #16,1178.16,29.62,2,152,Dynamite Bundle #16 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #16 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
0b30fbec-f4e2-4bf7-ba5a-6835e3bc01eb,Explosives,Detonator Kit #17,620.15,10.63,8,262,Detonator Kit #17 (Explosives) for high-performance cartoon operations.,"The Detonator Kit #17 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
5d75d451-8511-4ef0-9b98-929281eb48c0,Explosives,Dynamite Bundle #18,976.64,23.19,6,82,Dynamite Bundle #18 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #18 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
5addfbab-d4a0-4155-a16d-67d8162bb2f7,Explosives,TNT Pack #19,735.69,10.98,3,64,TNT Pack #19 (Explosives) for high-performance cartoon operations.,"The TNT Pack #19 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
b7f4b1cc-2914-443c-a800-7fc7995fab33,Explosives,Dynamite Bundle #20,348.18,34.61,6,231,Dynamite Bundle #20 (Explosives) for high-performance cartoon operations.,"The Dynamite Bundle #20 is a premium ACME explosives product designed for cartoon physics scenarios. Ideal for pursuits, traps, or elaborate plans. May result in comedic backfire, gravity defiance, or unexpected reversals. Use with caution. Warranty void if used by coyotes chasing roadrunners."
